,Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Sumperemp
3396,Hospital 1589,District 13,Instrument 3,116460,116460.0
3397,Hospital 1589,District 13,Instrument 5,22242,22242.0
3398,Hospital 1589,District 34,Instrument 2,516,516.0
3399,Hospital 1589,District 34,Instrument 3,144,144.0
3400,Hospital 159,District 17,Instrument 2,32192,6438.4
3401,Hospital 159,District 48,Instrument 2,19632,19632.0
3402,Hospital 159,District 48,Instrument 3,1800,1800.0
3403,Hospital 159,District 50,Instrument 2,8088,8088.0
3404,Hospital 159,District 50,Instrument 3,1125,1125.0
3405,Hospital 1590,District 20,Instrument 2,2009,7.726923076923077
3406,Hospital 1590,District 20,Instrument 3,6618,25.453846153846154
3407,Hospital 1590,District 34,Instrument 2,1404,1404.0
3408,Hospital 1590,District 34,Instrument 3,2216,2216.0
3409,Hospital 1591,District 13,Instrument 2,768,2.953846153846154
3410,Hospital 1591,District 13,Instrument 3,492,1.8923076923076922
3411,Hospital 1591,District 28,Instrument 2,109920,408.62453531598516
3412,Hospital 1591,District 28,Instrument 5,12197,45.342007434944236
3413,Hospital 1591,District 34,Instrument 2,144,144.0
3414,Hospital 1591,District 34,Instrument 3,576,576.0
3415,Hospital 1591,District 34,Instrument 4,144,144.0
3416,Hospital 1592,District 50,Instrument 2,322920,322920.0
3417,Hospital 1593,District 13,Instrument 2,52098,1335.8461538461538
3418,Hospital 1593,District 13,Instrument 3,6276,160.92307692307693
3419,Hospital 1593,District 13,Instrument 5,15060,386.15384615384613
3420,Hospital 1593,District 34,Instrument 7,630,630.0
3421,Hospital 1593,District 39,Instrument 2,426,426.0
3422,Hospital 1594,District 20,Instrument 2,4678,9.953191489361702
3423,Hospital 1594,District 20,Instrument 3,10261,21.83191489361702
3424,Hospital 1595,District 20,Instrument 2,12552,3138.0
3425,Hospital 1595,District 20,Instrument 3,6576,1644.0
3426,Hospital 1595,District 20,Instrument 7,234,58.5
3427,Hospital 1596,District 13,Instrument 2,19636,7.7215886747935505
3428,Hospital 1596,District 13,Instrument 3,8482,3.335430593786866
3429,Hospital 1597,District 20,Instrument 3,16363,227.26388888888889
3430,Hospital 1598,District 13,Instrument 2,80070,294.375
3431,Hospital 1598,District 13,Instrument 3,564,2.073529411764706
3432,Hospital 1598,District 20,Instrument 2,1607,1607.0
3433,Hospital 16,District 13,Instrument 2,17712,109.33333333333333
3434,Hospital 16,District 13,Instrument 3,12960,80.0
3435,Hospital 16,District 32,Instrument 2,6480,6480.0
3436,Hospital 1600,District 13,Instrument 2,18282,55.908256880733944
3437,Hospital 1600,District 17,Instrument 2,6844,311.09090909090907
3438,Hospital 1600,District 17,Instrument 3,2057,93.5
3439,Hospital 1600,District 20,Instrument 2,8100,810.0
3440,Hospital 1600,District 20,Instrument 3,540,54.0
3441,Hospital 1601,District 20,Instrument 2,7634,200.89473684210526
3442,Hospital 1601,District 20,Instrument 3,3354,88.26315789473684
3443,Hospital 1601,District 20,Instrument 7,468,12.31578947368421
3444,Hospital 1601,District 34,Instrument 2,624,208.0
3445,Hospital 1601,District 34,Instrument 3,192,64.0
3446,Hospital 1602,District 13,Instrument 2,35820,43.523693803159176
3447,Hospital 1602,District 20,Instrument 2,8316,12.657534246575343
3448,Hospital 1602,District 20,Instrument 3,6276,9.552511415525114
3449,Hospital 1602,District 29,Instrument 2,15840,7920.0
3450,Hospital 1602,District 29,Instrument 3,20640,10320.0
3451,Hospital 1602,District 29,Instrument 5,11400,5700.0
3452,Hospital 1602,District 39,Instrument 2,32105,1284.2
3453,Hospital 1602,District 39,Instrument 4,32179,1287.16
3454,Hospital 1602,District 48,Instrument 7,66000,929.5774647887324
3455,Hospital 162,District 13,Instrument 2,14568,40.579387186629525
3456,Hospital 162,District 15,Instrument 2,110820,3259.4117647058824
3457,Hospital 162,District 20,Instrument 2,13164,67.16326530612245
3458,Hospital 162,District 20,Instrument 3,27093,138.2295918367347
3459,Hospital 162,District 34,Instrument 5,3960,3960.0
3460,Hospital 162,District 39,Instrument 2,1179,1179.0
3461,Hospital 162,District 39,Instrument 4,7665,7665.0
3462,Hospital 162,District 48,Instrument 2,17999,111.79503105590062
3463,Hospital 162,District 48,Instrument 3,23599,146.5776397515528
3464,Hospital 162,District 50,Instrument 2,19062,19062.0
3465,Hospital 163,District 13,Instrument 2,309434,869.1966292134831
3466,Hospital 163,District 13,Instrument 3,607020,1705.112359550562
3467,Hospital 163,District 13,Instrument 4,4770,13.398876404494382
3468,Hospital 163,District 13,Instrument 5,417553,1172.9016853932585
3469,Hospital 163,District 15,Instrument 2,29334,624.1276595744681
3470,Hospital 163,District 15,Instrument 3,7680,163.40425531914894
3471,Hospital 163,District 2,Instrument 3,189,0.6321070234113713
3472,Hospital 163,District 20,Instrument 2,5625,4.625822368421052
3473,Hospital 163,District 20,Instrument 3,3585,2.948190789473684
3474,Hospital 163,District 28,Instrument 2,1866,373.2
3475,Hospital 163,District 48,Instrument 7,192852,1009.696335078534
3476,Hospital 163,District 50,Instrument 2,203099,203099.0
3477,Hospital 163,District 50,Instrument 3,25953,25953.0
3478,Hospital 163,District 50,Instrument 5,46764,46764.0
3479,Hospital 163,District 50,Instrument 7,343451,343451.0
3480,Hospital 164,District 13,Instrument 2,225210,55.80029732408325
3481,Hospital 164,District 13,Instrument 3,1824,0.4519326065411298
3482,Hospital 164,District 20,Instrument 2,3214,73.04545454545455
3483,Hospital 164,District 20,Instrument 3,552,12.545454545454545
3484,Hospital 165,District 20,Instrument 2,402,402.0
3485,Hospital 165,District 20,Instrument 3,276,276.0
3486,Hospital 166,District 20,Instrument 2,5670,5.7975460122699385
3487,Hospital 166,District 20,Instrument 7,15250,15.593047034764826
3488,Hospital 166,District 34,Instrument 2,4824,219.27272727272728
3489,Hospital 166,District 34,Instrument 3,300,13.636363636363637
3490,Hospital 166,District 39,Instrument 7,11245,22.995910020449898
3491,Hospital 167,District 13,Instrument 5,7530,54.172661870503596
3492,Hospital 167,District 39,Instrument 2,9710,1387.142857142857
3493,Hospital 167,District 39,Instrument 7,168990,24141.428571428572
3494,Hospital 168,District 13,Instrument 2,331,55.166666666666664
3495,Hospital 168,District 13,Instrument 3,35352,5892.0
3496,Hospital 168,District 15,Instrument 2,9480,185.88235294117646
3497,Hospital 168,District 15,Instrument 3,7986,156.58823529411765
3498,Hospital 168,District 15,Instrument 5,3000,58.8235294117647
3499,Hospital 168,District 15,Instrument 7,3600,70.58823529411765
3500,Hospital 168,District 41,Instrument 2,1152,6.776470588235294
3501,Hospital 168,District 41,Instrument 3,57180,336.3529411764706
3502,Hospital 168,District 41,Instrument 5,1500,8.823529411764707
3503,Hospital 169,District 50,Instrument 2,504179,504179.0
3504,Hospital 169,District 50,Instrument 3,134185,134185.0
3505,Hospital 17,District 13,Instrument 2,4734,4734.0
3506,Hospital 17,District 20,Instrument 2,30000,297.029702970297
3507,Hospital 17,District 20,Instrument 3,6000,59.40594059405941
3508,Hospital 17,District 41,Instrument 2,5682,299.05263157894734
3509,Hospital 17,District 41,Instrument 3,5262,276.94736842105266
3510,Hospital 170,District 13,Instrument 2,2880,480.0
3511,Hospital 170,District 13,Instrument 3,749,124.83333333333333
3512,Hospital 170,District 20,Instrument 3,34500,34500.0
3513,Hospital 170,District 41,Instrument 2,158400,3683.720930232558
3514,Hospital 170,District 41,Instrument 3,38700,900.0
3515,Hospital 171,District 13,Instrument 2,4380,9.260042283298096
3516,Hospital 171,District 20,Instrument 2,2711,7.701704545454546
3517,Hospital 171,District 48,Instrument 2,50022,50022.0
3518,Hospital 172,District 13,Instrument 5,7572,7572.0
3519,Hospital 172,District 20,Instrument 2,47850,47850.0
3520,Hospital 172,District 20,Instrument 3,9990,9990.0
3521,Hospital 172,District 41,Instrument 2,3510,3510.0
3522,Hospital 172,District 41,Instrument 3,2160,2160.0
3523,Hospital 172,District 8,Instrument 2,2050,2050.0
3524,Hospital 173,District 18,Instrument 2,79650,372.196261682243
3525,Hospital 173,District 18,Instrument 3,19440,90.8411214953271
3526,Hospital 173,District 18,Instrument 7,6000,28.037383177570092
3527,Hospital 173,District 25,Instrument 2,27000,98.54014598540147
3528,Hospital 173,District 34,Instrument 2,360,360.0
3529,Hospital 173,District 34,Instrument 5,420,420.0
3530,Hospital 173,District 34,Instrument 7,270,270.0
3531,Hospital 173,District 41,Instrument 2,1260,1260.0
3532,Hospital 173,District 41,Instrument 3,1170,1170.0
3533,Hospital 173,District 46,Instrument 2,71868,898.35
3534,Hospital 174,District 20,Instrument 2,5838,5838.0
3535,Hospital 174,District 20,Instrument 3,2664,2664.0
3536,Hospital 174,District 39,Instrument 2,426,426.0
3537,Hospital 174,District 8,Instrument 2,2400,2400.0
3538,Hospital 176,District 13,Instrument 2,402,67.0
3539,Hospital 176,District 41,Instrument 2,2401320,239.91607553202118
3540,Hospital 176,District 41,Instrument 3,1054200,105.32520731341792
3541,Hospital 176,District 41,Instrument 5,1430016,142.8730142871416
3542,Hospital 177,District 32,Instrument 2,276300,334.5036319612591
3543,Hospital 177,District 32,Instrument 3,40788,49.380145278450364
3544,Hospital 177,District 34,Instrument 8,5344,5344.0
3545,Hospital 178,District 15,Instrument 2,2592,2592.0
3546,Hospital 178,District 15,Instrument 3,324,324.0
3547,Hospital 178,District 18,Instrument 2,33416,50.9390243902439
3548,Hospital 178,District 18,Instrument 5,31671,48.27896341463415
3549,Hospital 178,District 18,Instrument 7,186603,284.4557926829268
3550,Hospital 179,District 50,Instrument 2,7284,7284.0
3551,Hospital 179,District 50,Instrument 3,24133,24133.0
3552,Hospital 18,District 20,Instrument 3,552,20.444444444444443
3553,Hospital 18,District 39,Instrument 2,11808,11808.0
3554,Hospital 18,District 39,Instrument 7,24163,24163.0
3555,Hospital 180,District 13,Instrument 4,16056,47.50295857988166
3556,Hospital 180,District 18,Instrument 3,3199,139.08695652173913
3557,Hospital 180,District 20,Instrument 2,4018,1339.3333333333333
3558,Hospital 180,District 20,Instrument 3,827,275.6666666666667
3559,Hospital 181,District 10,Instrument 7,231466,178.60030864197532
3560,Hospital 181,District 12,Instrument 3,42504,149.66197183098592
3561,Hospital 181,District 13,Instrument 3,25350,61.67883211678832
3562,Hospital 181,District 18,Instrument 2,8636,40.35514018691589
3563,Hospital 181,District 20,Instrument 2,115446,213.0
3564,Hospital 181,District 20,Instrument 3,20790,38.35793357933579
3565,Hospital 181,District 39,Instrument 2,368694,952.6976744186046
3566,Hospital 181,District 39,Instrument 4,181304,468.4857881136951
3567,Hospital 181,District 39,Instrument 7,1875228,4845.550387596899
3568,Hospital 181,District 41,Instrument 3,19800,160.97560975609755
3569,Hospital 181,District 50,Instrument 3,742146,742146.0
3570,Hospital 181,District 50,Instrument 5,23581496,23581496.0
3571,Hospital 181,District 50,Instrument 7,57280,57280.0
3572,Hospital 181,District 51,Instrument 7,18576,18576.0
3573,Hospital 181,District 8,Instrument 2,9000,58.064516129032256
3574,Hospital 182,District 13,Instrument 2,3012,62.75
3575,Hospital 182,District 13,Instrument 3,7056,147.0
3576,Hospital 182,District 20,Instrument 2,402,7.3090909090909095
3577,Hospital 182,District 39,Instrument 7,54021,54021.0
3578,Hospital 182,District 41,Instrument 2,3192,798.0
3579,Hospital 182,District 41,Instrument 3,2328,582.0
3580,Hospital 182,District 50,Instrument 3,3312,3312.0
3581,Hospital 183,District 13,Instrument 3,7320,103.09859154929578
3582,Hospital 184,District 39,Instrument 2,1584,1.8440046565774155
3583,Hospital 184,District 39,Instrument 7,29780,34.668218859138534
3584,Hospital 184,District 50,Instrument 3,907,907.0
3585,Hospital 185,District 13,Instrument 2,66390,286.16379310344826
3586,Hospital 185,District 13,Instrument 3,18360,79.13793103448276
3587,Hospital 185,District 13,Instrument 5,67770,292.11206896551727
3588,Hospital 186,District 12,Instrument 2,168000,199.0521327014218
3589,Hospital 186,District 12,Instrument 3,29952,35.48815165876777
3590,Hospital 186,District 13,Instrument 2,3053147,251.78517235691902
3591,Hospital 186,District 13,Instrument 3,556752,45.91390400791687
3592,Hospital 186,District 13,Instrument 4,1783800,147.105393369619
3593,Hospital 186,District 15,Instrument 2,9204,73.632
3594,Hospital 186,District 17,Instrument 2,20434,378.4074074074074
3595,Hospital 186,District 17,Instrument 3,1219,22.574074074074073
3596,Hospital 186,District 17,Instrument 4,359,6.648148148148148
3597,Hospital 186,District 18,Instrument 2,664,0.5641461342395921
3598,Hospital 186,District 18,Instrument 3,4235,3.5981308411214954
3599,Hospital 186,District 18,Instrument 5,2989,2.5395072217502124
3600,Hospital 186,District 18,Instrument 7,7494,6.367034834324554
3601,Hospital 186,District 19,Instrument 2,8280,64.6875
3602,Hospital 186,District 20,Instrument 2,156417,183.15807962529274
3603,Hospital 186,District 20,Instrument 3,46404,54.33723653395784
3604,Hospital 186,District 28,Instrument 2,93660,761.4634146341464
3605,Hospital 186,District 28,Instrument 3,30000,243.90243902439025
3606,Hospital 186,District 28,Instrument 4,2100,17.073170731707318
3607,Hospital 186,District 3,Instrument 2,53700,610.2272727272727
3608,Hospital 186,District 32,Instrument 2,52910,3527.3333333333335
3609,Hospital 186,District 32,Instrument 3,14100,940.0
3610,Hospital 186,District 32,Instrument 4,1260,84.0
3611,Hospital 186,District 34,Instrument 2,39360,2624.0
3612,Hospital 186,District 34,Instrument 3,4962,330.8
3613,Hospital 186,District 34,Instrument 4,2028,135.2
3614,Hospital 186,District 34,Instrument 5,8731,582.0666666666667
3615,Hospital 186,District 34,Instrument 7,10092,672.8
3616,Hospital 186,District 4,Instrument 2,309591,622.9195171026157
3617,Hospital 186,District 41,Instrument 2,150000,182.9268292682927
3618,Hospital 186,District 41,Instrument 3,39912,48.673170731707316
3619,Hospital 186,District 41,Instrument 5,7875,9.603658536585366
3620,Hospital 186,District 44,Instrument 2,325843,259.4291401273885
3621,Hospital 186,District 44,Instrument 3,16200,12.898089171974522
3622,Hospital 186,District 48,Instrument 2,21120,69.01960784313725
3623,Hospital 186,District 48,Instrument 3,6900,22.54901960784314
3624,Hospital 186,District 50,Instrument 2,30960,30960.0
3625,Hospital 186,District 50,Instrument 3,262032,262032.0
3626,Hospital 186,District 9,Instrument 2,27630,789.4285714285714
3627,Hospital 187,District 20,Instrument 2,43390,394.45454545454544
3628,Hospital 187,District 20,Instrument 3,42186,383.5090909090909
3629,Hospital 187,District 20,Instrument 7,936,8.50909090909091
3630,Hospital 188,District 50,Instrument 7,6069,6069.0
3631,Hospital 189,District 20,Instrument 2,33792,30.17142857142857
3632,Hospital 189,District 20,Instrument 3,108630,96.99107142857143
3633,Hospital 189,District 20,Instrument 7,42125,37.611607142857146
3634,Hospital 189,District 32,Instrument 2,19512,650.4
3635,Hospital 189,District 32,Instrument 3,12348,411.6
3636,Hospital 189,District 50,Instrument 2,42916,42916.0
3637,Hospital 189,District 50,Instrument 3,69294,69294.0
3638,Hospital 189,No District Available,Instrument 8,1992693,1992693.0
3639,Hospital 19,District 13,Instrument 2,159440,38.39152419937395
3640,Hospital 19,District 13,Instrument 5,427252,102.87791957620996
3641,Hospital 19,District 15,Instrument 2,3600,300.0
3642,Hospital 19,District 39,Instrument 2,9315,9315.0
3643,Hospital 19,District 41,Instrument 2,6150,0.12769138135082947
3644,Hospital 19,District 41,Instrument 3,48780,1.0128106637875547
3645,Hospital 19,District 50,Instrument 3,15844,15844.0
3646,Hospital 190,District 13,Instrument 2,516274,34.96606840501185
3647,Hospital 190,District 13,Instrument 3,190800,12.922451743989164
3648,Hospital 190,District 13,Instrument 5,449,0.03040975279376905
3649,Hospital 190,District 15,Instrument 2,128760,780.3636363636364
3650,Hospital 190,District 15,Instrument 3,6048,36.654545454545456
3651,Hospital 190,District 18,Instrument 3,3387,33.87
3652,Hospital 190,District 20,Instrument 2,147420,115.8051846032993
3653,Hospital 190,District 20,Instrument 3,249483,195.98036135113904
3654,Hospital 190,District 32,Instrument 2,59472,413.0
3655,Hospital 190,District 32,Instrument 3,59099,410.40972222222223
3656,Hospital 190,District 34,Instrument 2,1710,25.90909090909091
3657,Hospital 190,District 34,Instrument 3,1236,18.727272727272727
3658,Hospital 190,District 34,Instrument 4,3162,47.90909090909091
3659,Hospital 190,District 39,Instrument 2,34474,34474.0
3660,Hospital 190,District 4,Instrument 2,111600,1665.6716417910447
3661,Hospital 190,District 44,Instrument 2,616656,41.19553744405104
3662,Hospital 190,District 48,Instrument 3,102313,113.4290465631929
3663,Hospital 190,District 50,Instrument 2,127384,127384.0
3664,Hospital 190,District 50,Instrument 3,45917,45917.0
3665,Hospital 190,District 50,Instrument 4,48270,48270.0
3666,Hospital 191,District 13,Instrument 2,1800,300.0
3667,Hospital 191,District 20,Instrument 2,5496,5496.0
3668,Hospital 191,District 20,Instrument 3,10590,10590.0
3669,Hospital 191,District 48,Instrument 7,1103886,1103886.0
3670,Hospital 192,District 34,Instrument 2,3306,3306.0
3671,Hospital 192,District 34,Instrument 3,696,696.0
3672,Hospital 192,District 34,Instrument 4,180,180.0
3673,Hospital 192,District 34,Instrument 5,168,168.0
3674,Hospital 193,District 13,Instrument 3,7023,7023.0
3675,Hospital 193,District 13,Instrument 5,25613,25613.0
3676,Hospital 193,District 20,Instrument 2,51606,51606.0
3677,Hospital 193,District 20,Instrument 3,10935,10935.0
3678,Hospital 193,District 34,Instrument 2,24058,24058.0
3679,Hospital 193,District 34,Instrument 3,24962,24962.0
3680,Hospital 194,District 13,Instrument 3,34202,251.48529411764707
3681,Hospital 194,District 13,Instrument 5,1020,7.5
3682,Hospital 194,District 20,Instrument 2,11556,51.589285714285715
3683,Hospital 194,District 20,Instrument 3,21306,95.11607142857143
3684,Hospital 194,District 28,Instrument 2,228,2.350515463917526
3685,Hospital 194,District 28,Instrument 3,3420,35.25773195876289
3686,Hospital 194,District 39,Instrument 2,3217,3217.0
3687,Hospital 194,District 50,Instrument 2,4444,4444.0
3688,Hospital 194,District 50,Instrument 3,4578,4578.0
3689,Hospital 195,District 20,Instrument 2,402,1.318032786885246
3690,Hospital 198,District 13,Instrument 2,216024,66.92193308550186
3691,Hospital 198,District 13,Instrument 3,67014,20.760223048327138
3692,Hospital 198,District 17,Instrument 2,4386,15.124137931034483
3693,Hospital 198,District 20,Instrument 2,544,544.0
3694,Hospital 198,District 20,Instrument 3,480,480.0
3695,Hospital 198,District 28,Instrument 2,5000,30.864197530864196
3696,Hospital 198,District 28,Instrument 3,3688,22.765432098765434
3697,Hospital 199,District 13,Instrument 3,2250,2.8957528957528957
3698,Hospital 199,District 13,Instrument 5,23520,30.27027027027027
3699,Hospital 199,District 50,Instrument 2,73304,73304.0
3700,Hospital 199,District 50,Instrument 3,97457,97457.0
3701,Hospital 199,District 50,Instrument 5,96296,96296.0
3702,Hospital 2,District 20,Instrument 2,4011,17.068085106382977
3703,Hospital 2,District 20,Instrument 3,11922,50.731914893617024
3704,Hospital 20,District 13,Instrument 5,45180,45180.0
3705,Hospital 20,District 30,Instrument 2,3360,3360.0
3706,Hospital 20,District 43,Instrument 2,14640,14640.0
3707,Hospital 20,District 50,Instrument 2,33715,33715.0
3708,Hospital 20,District 50,Instrument 3,5556,5556.0
3709,Hospital 200,District 12,Instrument 3,672,1.4704595185995624
3710,Hospital 200,District 13,Instrument 2,11533,1.9167359149077614
3711,Hospital 200,District 13,Instrument 3,2954,0.49094233006481636
3712,Hospital 200,District 20,Instrument 2,22745,244.56989247311827
3713,Hospital 200,District 20,Instrument 3,14089,151.49462365591398
3714,Hospital 200,District 32,Instrument 2,497556,17769.85714285714
3715,Hospital 200,District 32,Instrument 3,3612,129.0
3716,Hospital 200,District 32,Instrument 4,192942,6890.785714285715
3717,Hospital 200,District 32,Instrument 5,600,21.428571428571427
3718,Hospital 200,District 50,Instrument 3,639,639.0
3719,Hospital 201,District 13,Instrument 2,229498,12.488327801055668
3720,Hospital 201,District 13,Instrument 5,36607,1.9920008706535344
3721,Hospital 201,District 15,Instrument 2,7524,66.0
3722,Hospital 201,District 20,Instrument 2,2411,40.86440677966102
3723,Hospital 201,District 20,Instrument 3,276,4.677966101694915
3724,Hospital 201,District 41,Instrument 2,10392,2.930626057529611
3725,Hospital 201,District 41,Instrument 3,18900,5.32994923857868
3726,Hospital 201,District 48,Instrument 2,88560,117.92276964047936
3727,Hospital 201,District 50,Instrument 2,34558,34558.0
3728,Hospital 201,District 50,Instrument 3,17650,17650.0
3729,Hospital 201,District 8,Instrument 2,26730,954.6428571428571
3730,Hospital 202,District 28,Instrument 2,9742,194.84
3731,Hospital 202,District 28,Instrument 3,16521,330.42
3732,Hospital 202,District 28,Instrument 5,4597,91.94
3733,Hospital 205,District 50,Instrument 2,43380,43380.0
3734,Hospital 206,District 39,Instrument 2,8443,7.710502283105023
3735,Hospital 208,District 13,Instrument 2,1788201,96.16568970153267
3736,Hospital 208,District 13,Instrument 3,597707,32.143425652057005
3737,Hospital 208,District 13,Instrument 5,68282,3.6720623823608496
3738,Hospital 208,District 20,Instrument 2,56026,225.91129032258064
3739,Hospital 208,District 20,Instrument 3,9358,37.733870967741936
3740,Hospital 208,District 20,Instrument 7,234,0.9435483870967742
3741,Hospital 208,District 20,Instrument 8,330,1.3306451612903225
3742,Hospital 208,District 28,Instrument 2,72578,111.48694316436251
3743,Hospital 208,District 28,Instrument 3,31989,49.13824884792627
3744,Hospital 208,District 28,Instrument 4,17856,27.428571428571427
3745,Hospital 208,District 28,Instrument 5,113012,173.59754224270353
3746,Hospital 208,District 28,Instrument 7,24164,37.11827956989247
3747,Hospital 208,District 41,Instrument 2,48600,2113.0434782608695
3748,Hospital 208,District 41,Instrument 3,8100,352.17391304347825
3749,Hospital 208,District 50,Instrument 2,108929,108929.0
3750,Hospital 208,District 50,Instrument 3,116808,116808.0
3751,Hospital 209,District 13,Instrument 2,1374,6.161434977578475
3752,Hospital 209,District 13,Instrument 3,408,1.8295964125560538
3753,Hospital 209,District 20,Instrument 2,1893,90.14285714285714
3754,Hospital 210,District 13,Instrument 2,32928,32928.0
3755,Hospital 210,District 13,Instrument 3,6684,6684.0
3756,Hospital 210,District 20,Instrument 2,13050,13050.0
3757,Hospital 210,District 20,Instrument 3,14340,14340.0
3758,Hospital 210,District 28,Instrument 2,32040,32040.0
3759,Hospital 210,District 28,Instrument 3,6552,6552.0
3760,Hospital 210,District 50,Instrument 3,66099,66099.0
3761,Hospital 211,District 13,Instrument 2,3096,93.81818181818181
3762,Hospital 211,District 18,Instrument 7,34433,291.8050847457627
3763,Hospital 211,District 39,Instrument 4,3693,3693.0
3764,Hospital 211,District 39,Instrument 7,7464,7464.0
3765,Hospital 212,District 29,Instrument 2,177540,1014.5142857142857
3766,Hospital 212,District 29,Instrument 3,7830,44.74285714285714
3767,Hospital 212,District 29,Instrument 5,65640,375.0857142857143
3768,Hospital 213,District 19,Instrument 2,13827,13827.0
3769,Hospital 213,District 28,Instrument 2,18227,18227.0
3770,Hospital 213,District 28,Instrument 3,16162,16162.0
3771,Hospital 214,District 10,Instrument 2,115550,115550.0
3772,Hospital 214,District 13,Instrument 2,279558,13.100801349641502
3773,Hospital 214,District 13,Instrument 3,480,0.02249402502460284
3774,Hospital 214,District 13,Instrument 5,11256,0.5274848868269366
3775,Hospital 214,District 13,Instrument 8,12085260,566.346126810066
3776,Hospital 214,District 20,Instrument 2,284003,546.1596153846153
3777,Hospital 214,District 20,Instrument 3,95508,183.66923076923078
3778,Hospital 214,District 34,Instrument 2,7050,7050.0
3779,Hospital 214,District 34,Instrument 3,3216,3216.0
3780,Hospital 214,District 34,Instrument 4,504,504.0
3781,Hospital 214,District 39,Instrument 7,30678,1.8444056995130163
3782,Hospital 215,District 13,Instrument 2,244110,231.16477272727272
3783,Hospital 215,District 13,Instrument 3,55961,52.99337121212121
3784,Hospital 215,District 13,Instrument 4,240389,227.6410984848485
3785,Hospital 215,District 13,Instrument 5,117252,111.0340909090909
3786,Hospital 215,District 15,Instrument 2,10866,10866.0
3787,Hospital 215,District 15,Instrument 3,300,300.0
3788,Hospital 215,District 16,Instrument 2,429595,220.87146529562983
3789,Hospital 215,District 20,Instrument 2,412023,46.90607923497268
3790,Hospital 215,District 20,Instrument 3,352522,40.13228597449909
3791,Hospital 215,District 28,Instrument 2,27156,34.54961832061068
3792,Hospital 215,District 28,Instrument 3,480,0.6106870229007634
3793,Hospital 215,District 28,Instrument 4,9660,12.290076335877863
3794,Hospital 215,District 39,Instrument 7,17975,17975.0
3795,Hospital 215,District 4,Instrument 2,351000,48.73646209386282
3796,Hospital 215,District 41,Instrument 2,226794,158.26517794836008
3797,Hospital 215,District 41,Instrument 3,147528,102.95045359385904
3798,Hospital 215,District 41,Instrument 5,15360,10.718771807397069
3799,Hospital 215,District 48,Instrument 2,9000,16.0427807486631
3800,Hospital 215,District 48,Instrument 8,3000,5.347593582887701
3801,Hospital 215,District 50,Instrument 2,30138,30138.0
3802,Hospital 217,District 13,Instrument 2,46800,4.656716417910448
3803,Hospital 217,District 13,Instrument 3,46142,4.591243781094527
3804,Hospital 217,District 13,Instrument 8,6000,0.5970149253731343
3805,Hospital 217,District 28,Instrument 2,25224,237.96226415094338
3806,Hospital 217,District 28,Instrument 3,37227,351.1981132075472
3807,Hospital 217,District 32,Instrument 2,39420,635.8064516129032
3808,Hospital 217,District 32,Instrument 3,6720,108.38709677419355
3809,Hospital 217,District 34,Instrument 2,360,2.903225806451613
3810,Hospital 217,District 34,Instrument 3,660,5.32258064516129
3811,Hospital 217,District 41,Instrument 2,11302,7.810642709053213
3812,Hospital 217,District 41,Instrument 3,13993,9.670352453351763
3813,Hospital 218,District 13,Instrument 2,24360,78.58064516129032
3814,Hospital 218,District 13,Instrument 3,23604,76.14193548387097
3815,Hospital 218,District 20,Instrument 2,30846,481.96875
3816,Hospital 218,District 20,Instrument 3,25818,403.40625
3817,Hospital 218,District 41,Instrument 2,4056,119.29411764705883
3818,Hospital 218,District 41,Instrument 3,960,28.235294117647058
3819,Hospital 218,District 50,Instrument 2,68373,68373.0
3820,Hospital 219,District 20,Instrument 2,4752,22.205607476635514
3821,Hospital 219,District 20,Instrument 3,552,2.5794392523364484
3822,Hospital 219,District 32,Instrument 2,33750,321.42857142857144
3823,Hospital 219,District 32,Instrument 3,1500,14.285714285714286
3824,Hospital 219,District 32,Instrument 5,16500,157.14285714285714
3825,Hospital 219,District 50,Instrument 3,264,264.0
3826,Hospital 220,District 13,Instrument 2,108742,929.4188034188035
3827,Hospital 220,District 13,Instrument 4,72000,615.3846153846154
3828,Hospital 220,District 18,Instrument 2,26058,35.942068965517244
3829,Hospital 220,District 18,Instrument 3,3900,5.379310344827586
3830,Hospital 220,District 18,Instrument 4,15912,21.947586206896553
3831,Hospital 220,District 2,Instrument 2,53040,53040.0
3832,Hospital 220,District 2,Instrument 3,1020,1020.0
3833,Hospital 220,District 20,Instrument 2,16482,1648.2
3834,Hospital 220,District 20,Instrument 3,6408,640.8
3835,Hospital 220,District 20,Instrument 8,168000,16800.0
3836,Hospital 220,District 28,Instrument 2,21747,724.9
3837,Hospital 220,District 28,Instrument 3,24371,812.3666666666667
3838,Hospital 220,District 34,Instrument 2,1008,23.441860465116278
3839,Hospital 220,District 34,Instrument 3,1212,28.186046511627907
3840,Hospital 220,District 41,Instrument 2,2916,1.9375415282392026
3841,Hospital 220,District 41,Instrument 3,1440,0.9568106312292359
3842,Hospital 220,District 50,Instrument 8,23030,23030.0
3843,Hospital 220,District 8,Instrument 2,20457,48.361702127659576
3844,Hospital 221,District 13,Instrument 2,520,2.7083333333333335
3845,Hospital 221,District 20,Instrument 2,730,104.28571428571429
3846,Hospital 221,District 20,Instrument 3,730,104.28571428571429
3847,Hospital 221,District 41,Instrument 2,24672,228.44444444444446
3848,Hospital 221,District 41,Instrument 3,10638,98.5
3849,Hospital 224,District 13,Instrument 2,193446,237.64864864864865
